Date_egg_collection,Date_experiment,Life_stage,Time_start_experiment,Order_sample_transfer,Sample,Temperature_assay,Duration_exposure_hours,N_total,Mortality_day_1_afternoon,Mortality_day_2_morning,Mortality_day_2_afternoon,Hatching_day_2_morning,Hatching_day_2_afternoon,Mortality_day_3_morning,Mortality_day_3_afternoon,Hatching_day_3_morning,Hatching_day_3_afternoon,Mortality_day_4_morning,Mortality_day_4_afternoon,Hatching_day_4_morning,Hatching_day_4_afternoon,Mortality_day_5_morning,Mortality_day_5_afternoon,Hatching_day_5_morning,Hatching_day_5_afternoon,Mortality_day_6_morning,Mortality_day_6_afternoon,Hatching_day_6_morning,Hatching_day_6_afternoon,Mortality_day_7_morning,Mortality_day_7_afternoon,Hatching_day_7_morning,Hatching_day_7_afternoon,Mortality_day_8_morning,Mortality_day_8_afternoon,Hatching_day_8_morning,Hatching_day_8_afternoon,N_malformed,N_unhatched,Exclude,Notes
3/11/2025,4/11/2025,old_embryos,10:17:13,CABDE,C5,38.5,6,25,0,0,0,0,7,2,0,7,1,2,0,1,0,NA,NA,NA,NA,NA,0,NA,1,0,0,3,0,NA,NA,NA,NA,4,1,no,
3/11/2025,4/11/2025,old_embryos,10:17:13,CABDE,C6,38.5,6,27,0,0,0,0,4,2,2,17,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,1,0,0,0,0,NA,NA,NA,NA,2,1,no,
3/11/2025,4/11/2025,old_embryos,10:17:13,CABDE,C7,38.6,6,25,0,0,0,0,5,4,1,7,2,1,0,3,0,NA,NA,NA,NA,NA,0,NA,1,0,0,0,0,NA,NA,NA,NA,3,1,no,
3/11/2025,4/11/2025,old_embryos,10:17:13,CABDE,C8,39.2,6,25,0,0,0,0,2,2,0,8,1,5,1,1,0,NA,NA,NA,NA,NA,2,NA,1,0,0,1,0,NA,NA,NA,NA,5,1,no,
3/11/2025,4/11/2025,old_embryos,10:17:13,CABDE,C9,40.1,6,25,0,4,0,0,0,0,4,0,0,6,1,0,0,NA,NA,NA,NA,NA,8,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,0,no,
3/11/2025,4/11/2025,old_embryos,10:17:13,CABDE,C10,41.2,4,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no,Stayed for 2.5 minutes too long
3/11/2025,4/11/2025,old_embryos,10:17:13,CABDE,D1,42.2,0.166666667,24,0,0,0,0,6,1,0,6,7,0,0,1,0,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,8,0,no,
3/11/2025,4/11/2025,old_embryos,10:17:13,CABDE,D10,41.2,0.5,33,0,0,0,0,8,0,0,16,3,1,0,2,0,NA,NA,NA,NA,NA,2,NA,0,0,NA,1,NA,NA,NA,NA,NA,12,0,no,
3/11/2025,4/11/2025,old_embryos,10:17:13,CABDE,E1,42.2,0.083333333,25,0,0,1,0,10,0,1,8,3,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,maybe,Unsure if bubbling stopped during trial
3/11/2025,4/11/2025,old_embryos,10:17:13,CABDE,E2,40.7,0.5,25,0,0,0,0,10,0,0,10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,maybe,Unsure if bubbling stopped during trial
3/11/2025,4/11/2025,old_embryos,10:17:13,CABDE,E3,39.5,0.5,22,0,0,1,0,9,0,0,4,1,0,0,3,1,NA,NA,NA,NA,NA,0,NA,0,0,0,0,2,NA,NA,NA,NA,2,1,maybe,Unsure if bubbling stopped during trial
3/11/2025,4/11/2025,old_embryos,10:17:13,CABDE,E4,38.9,0.5,27,0,0,1,0,5,2,0,14,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,maybe,Unsure if bubbling stopped during trial
3/11/2025,4/11/2025,old_embryos,10:17:13,CABDE,E5,38.5,0.5,25,0,0,0,0,9,3,0,4,8,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,maybe,Unsure if bubbling stopped during trial
3/11/2025,4/11/2025,old_embryos,10:17:13,CABDE,E6,38.5,0.5,26,0,0,0,0,7,0,0,8,2,0,0,3,2,NA,NA,NA,NA,NA,0,NA,2,0,0,1,0,NA,NA,NA,NA,0,1,maybe,Unsure if bubbling stopped during trial
3/11/2025,4/11/2025,old_embryos,10:17:13,CABDE,E7,38.6,0.5,24,0,0,0,0,10,0,0,12,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,maybe,Unsure if bubbling stopped during trial
3/11/2025,4/11/2025,old_embryos,10:17:13,CABDE,E8,39.2,0.5,26,0,0,0,0,11,3,0,11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,maybe,Unsure if bubbling stopped during trial
3/11/2025,4/11/2025,old_embryos,10:17:13,CABDE,E9,40.1,0.5,25,0,0,2,0,5,0,0,9,3,0,0,1,0,NA,NA,NA,NA,NA,1,NA,2,0,0,0,0,NA,NA,NA,NA,0,2,maybe,Unsure if bubbling stopped during trial
3/11/2025,4/11/2025,old_embryos,10:17:13,CABDE,E10,41.2,0.25,24,0,0,0,0,7,0,0,13,3,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,maybe,Unsure if bubbling stopped during trial
3/11/2025,4/11/2025,old_embryos,10:17:13,CABDE,Z1,NA,0,25,0,0,0,3,14,0,1,5,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,1,0,0,0,1,NA,NA,NA,NA,0,0,no,
3/11/2025,4/11/2025,old_embryos,10:17:13,CABDE,Z2,NA,0,28,1,0,0,0,12,1,0,10,3,0,0,0,0,NA,NA,NA,NA,NA,0,NA,0,0,NA,1,NA,NA,NA,NA,NA,0,0,no,
3/11/2025,4/11/2025,old_embryos,10:17:13,CABDE,Z3,NA,0,24,0,0,1,0,8,1,0,10,2,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no,
10/11/2025,10/11/2025,young_embryos,10:08:20,DEA,A1,42.2,0.016666667,24,0,0,0,0,0,0,0,0,4,0,0,12,5,0,0,0,0,NA,NA,NA,NA,NA,1,NA,0,1,NA,1,NA,3,0,no,
10/11/2025,10/11/2025,young_embryos,10:08:20,DEA,A2,40.5,0.083333333,25,1,4,0,0,0,0,1,0,1,0,1,2,8,0,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,no,
10/11/2025,10/11/2025,young_embryos,10:08:20,DEA,A3,39.3,0.083333333,25,2,2,1,0,0,1,0,0,4,0,0,11,2,0,0,1,0,NA,NA,NA,NA,NA,0,NA,0,0,NA,1,NA,5,0,no,
10/11/2025,10/11/2025,young_embryos,10:08:20,DEA,A4,38.8,0.083333333,25,0,3,0,0,0,0,2,0,4,0,0,13,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,no,
10/11/2025,10/11/2025,young_embryos,10:08:20,DEA,A5,38.2,0.083333333,25,0,0,0,0,0,0,0,0,6,1,0,15,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,no,
10/11/2025,10/11/2025,young_embryos,10:08:20,DEA,A7,38.1,0.083333333,25,1,0,0,0,0,0,0,0,8,0,0,14,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,no,
10/11/2025,10/11/2025,young_embryos,10:08:20,DEA,A8,38.5,0.083333333,25,3,2,0,0,0,0,0,0,2,0,0,16,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,no,
10/11/2025,10/11/2025,young_embryos,10:08:20,DEA,A9,40.1,0.083333333,24,0,5,1,0,0,0,0,0,2,0,0,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,no,
10/11/2025,10/11/2025,young_embryos,10:08:20,DEA,A10,41.1,0.083333333,25,7,2,1,0,0,0,0,0,2,3,1,4,4,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,no,
10/11/2025,10/11/2025,young_embryos,10:08:20,DEA,D1,42.2,0.5,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no,
10/11/2025,10/11/2025,young_embryos,10:08:20,DEA,E1,42.2,0.016666667,25,1,2,0,0,0,0,0,0,4,0,2,11,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,no,
10/11/2025,10/11/2025,young_embryos,10:08:20,DEA,E2,40.5,0.083333333,25,1,3,1,0,0,0,0,0,3,1,0,3,3,0,0,0,0,NA,NA,NA,NA,NA,3,NA,0,6,NA,1,NA,5,0,no,
10/11/2025,10/11/2025,young_embryos,10:08:20,DEA,E3,39.3,0.083333333,25,4,0,0,0,0,0,0,0,0,2,0,13,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,no,
10/11/2025,10/11/2025,young_embryos,10:08:20,DEA,E4,38.8,0.083333333,25,0,1,0,0,0,0,0,1,0,1,1,14,6,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,no,
10/11/2025,10/11/2025,young_embryos,10:08:20,DEA,E5,38.2,0.083333333,24,1,3,0,0,0,1,0,1,10,0,0,2,5,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,no,
10/11/2025,10/11/2025,young_embryos,10:08:20,DEA,E7,38.1,0.083333333,25,2,0,0,0,0,0,0,0,7,0,0,15,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,no,
10/11/2025,10/11/2025,young_embryos,10:08:20,DEA,E8,38.5,0.083333333,25,0,2,1,0,0,1,0,0,6,0,0,13,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,no,
10/11/2025,10/11/2025,young_embryos,10:08:20,DEA,E9,40.1,0.083333333,25,2,0,2,0,0,0,0,0,6,0,2,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0,no,
10/11/2025,10/11/2025,young_embryos,10:08:20,DEA,E10,41.1,0.083333333,25,9,3,0,0,0,0,2,0,0,0,0,4,1,1,3,0,0,NA,NA,NA,NA,NA,2,NA,0,NA,NA,NA,NA,3,0,no,
10/11/2025,10/11/2025,young_embryos,10:08:20,DEA,Z1,NA,0,25,0,0,1,0,0,0,0,0,1,0,1,10,10,0,0,1,0,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,0,0,no,
10/11/2025,10/11/2025,young_embryos,10:08:20,DEA,Z2,NA,0,25,1,1,0,0,0,0,0,0,2,0,0,16,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,no,
10/11/2025,11/11/2025,old_embryos,10:23:26,CEABD,A2,40.3,4,24,9,0,2,0,0,0,0,0,2,0,1,1,1,NA,NA,NA,NA,NA,0,NA,3,2,2,0,0,NA,NA,NA,NA,6,1,no,
10/11/2025,11/11/2025,old_embryos,10:23:26,CEABD,A3,39.1,4,25,0,0,0,0,2,0,1,17,2,0,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,no,
10/11/2025,11/11/2025,old_embryos,10:23:26,CEABD,A5,38.1,4,25,0,0,2,0,6,0,2,13,1,0,0,0,0,NA,NA,NA,NA,NA,0,NA,0,1,NA,0,NA,NA,NA,NA,NA,1,0,no,
10/11/2025,11/11/2025,old_embryos,10:23:26,CEABD,A6,38.1,4,23,0,0,0,0,5,1,1,12,1,0,0,1,1,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no,
10/11/2025,11/11/2025,old_embryos,10:23:26,CEABD,A7,38.2,4,25,0,1,0,0,3,0,1,14,5,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no,
10/11/2025,11/11/2025,old_embryos,10:23:26,CEABD,A8,39,4,24,0,0,2,0,3,0,0,11,6,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no,
10/11/2025,11/11/2025,old_embryos,10:23:26,CEABD,A9,40,4,25,0,0,0,0,0,0,1,12,2,0,0,2,1,NA,NA,NA,NA,NA,0,NA,5,0,0,0,0,NA,NA,NA,NA,9,2,no,
10/11/2025,11/11/2025,old_embryos,10:23:26,CEABD,A10,40.7,2,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,no,
10/11/2025,11/11/2025,old_embryos,10:23:26,CEABD,B2,40.3,2,22,1,0,0,0,1,0,1,18,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,no,
10/11/2025,11/11/2025,old_embryos,10:23:26,CEABD,B3,39.1,2,25,0,0,1,0,8,0,0,15,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no,
10/11/2025,11/11/2025,old_embryos,10:23:26,CEABD,B4,38.5,2,26,0,0,0,1,16,0,1,5,1,0,0,0,0,NA,NA,NA,NA,NA,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no,
10/11/2025,11/11/2025,old_embryos,10:23:26,CEABD,B5,38.1,2,25,0,0,0,0,10,0,0,10,2,0,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no,
10/11/2025,11/11/2025,old_embryos,10:23:26,CEABD,B6,38.1,2,25,1,3,4,0,2,0,0,11,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no,
10/11/2025,11/11/2025,old_embryos,10:23:26,CEABD,B7,38.2,2,25,0,0,0,0,10,1,0,12,1,0,0,0,0,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no,
10/11/2025,11/11/2025,old_embryos,10:23:26,CEABD,B8,39,2,23,0,1,0,0,7,0,0,10,3,0,0,0,1,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,1,no,
10/11/2025,11/11/2025,old_embryos,10:23:26,CEABD,B9,40,2,27,0,0,1,0,4,0,0,12,8,0,0,1,0,NA,NA,NA,NA,NA,0,NA,0,1,NA,0,NA,NA,NA,NA,NA,2,0,no,
10/11/2025,11/11/2025,old_embryos,10:23:26,CEABD,B10,40.7,1,24,1,1,0,0,13,0,2,5,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,0,1,0,0,0,NA,NA,NA,NA,16,1,no,
10/11/2025,11/11/2025,old_embryos,10:23:26,CEABD,C1,42,0.5,25,24,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,0,0,1,0,0,NA,NA,NA,NA,0,0,no,
10/11/2025,11/11/2025,old_embryos,10:23:26,CEABD,C2,40.3,10,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no,
10/11/2025,11/11/2025,old_embryos,10:23:26,CEABD,C3,39.1,10,26,0,0,1,0,0,0,1,3,3,1,0,2,6,NA,NA,NA,NA,NA,1,NA,1,2,0,1,0,NA,NA,NA,NA,11,4,no,
10/11/2025,11/11/2025,old_embryos,10:23:26,CEABD,C4,38.5,10,25,0,1,0,0,0,0,0,7,9,1,0,2,2,NA,NA,NA,NA,NA,1,NA,1,0,0,0,0,NA,NA,NA,NA,15,1,no,
10/11/2025,11/11/2025,old_embryos,10:23:26,CEABD,C5,38.1,10,25,0,1,0,0,1,0,0,8,10,0,0,3,0,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,7,0,no,
10/11/2025,11/11/2025,old_embryos,10:23:26,CEABD,C6,38.1,10,24,1,0,0,1,0,0,1,2,8,0,1,1,0,NA,NA,NA,NA,NA,1,NA,6,0,0,0,0,NA,NA,NA,NA,5,2,no,
10/11/2025,11/11/2025,old_embryos,10:23:26,CEABD,C7,38.2,10,25,1,1,0,0,0,2,0,4,5,0,1,2,0,NA,NA,NA,NA,NA,1,NA,4,0,0,0,0,NA,NA,NA,NA,6,4,no,
10/11/2025,11/11/2025,old_embryos,10:23:26,CEABD,C8,39,10,26,0,4,0,0,0,0,0,3,8,0,1,0,3,NA,NA,NA,NA,NA,0,NA,2,2,0,1,0,NA,NA,NA,NA,15,2,no,
10/11/2025,11/11/2025,old_embryos,10:23:26,CEABD,C9,40,10,24,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no,
10/11/2025,11/11/2025,old_embryos,10:23:26,CEABD,C10,40.7,10,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no,
10/11/2025,11/11/2025,old_embryos,10:23:26,CEABD,D2,40.3,1,25,0,1,0,0,3,0,0,18,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,no,
10/11/2025,11/11/2025,old_embryos,10:23:26,CEABD,D3,39.1,1,26,0,0,0,0,11,0,0,11,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,no,
10/11/2025,11/11/2025,old_embryos,10:23:26,CEABD,D4,38.5,1,25,0,0,0,1,5,0,0,15,2,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,no,
10/11/2025,11/11/2025,old_embryos,10:23:26,CEABD,D5,38.1,1,24,0,1,1,2,3,1,0,6,7,0,0,1,0,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,NA,1,2,no,
10/11/2025,11/11/2025,old_embryos,10:23:26,CEABD,D6,38.1,1,25,0,0,0,0,5,0,0,18,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no,
10/11/2025,11/11/2025,old_embryos,10:23:26,CEABD,D7,38.2,1,24,0,0,0,0,13,0,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no,
10/11/2025,11/11/2025,old_embryos,10:23:26,CEABD,D8,39,1,23,0,0,0,0,12,0,0,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no,
10/11/2025,11/11/2025,old_embryos,10:23:26,CEABD,D9,40,1,28,0,0,0,0,10,0,0,16,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,no,
10/11/2025,11/11/2025,old_embryos,10:23:26,CEABD,D10,40.7,0.5,25,0,0,0,2,11,0,0,7,4,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,no,
10/11/2025,11/11/2025,old_embryos,10:23:26,CEABD,E2,40.3,10,24,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no,
10/11/2025,11/11/2025,old_embryos,10:23:26,CEABD,E3,39.1,10,25,0,1,1,0,0,0,0,6,4,0,2,1,2,NA,NA,NA,NA,NA,1,NA,2,0,0,1,1,NA,NA,NA,NA,9,3,no,
10/11/2025,11/11/2025,old_embryos,10:23:26,CEABD,E4,38.5,10,25,0,0,0,0,1,0,1,12,3,0,1,0,0,NA,NA,NA,NA,NA,0,NA,1,0,0,1,2,NA,NA,NA,NA,7,3,no,
10/11/2025,11/11/2025,old_embryos,10:23:26,CEABD,E5,38.1,10,23,0,0,0,0,7,0,1,4,0,0,0,2,0,NA,NA,NA,NA,NA,0,NA,3,1,1,1,0,NA,NA,NA,NA,3,3,no,
10/11/2025,11/11/2025,old_embryos,10:23:26,CEABD,E7,38.2,10,24,0,0,2,0,1,1,1,9,2,1,0,3,0,NA,NA,NA,NA,NA,0,NA,1,0,0,1,0,NA,NA,NA,NA,4,2,no,
10/11/2025,11/11/2025,old_embryos,10:23:26,CEABD,E8,39,10,24,1,3,0,0,0,0,4,1,4,1,1,1,0,NA,NA,NA,NA,NA,1,NA,2,1,0,0,0,NA,NA,NA,NA,4,4,no,
10/11/2025,11/11/2025,old_embryos,10:23:26,CEABD,E9,40,10,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no,
10/11/2025,11/11/2025,old_embryos,10:23:26,CEABD,Z1,NA,0,25,0,0,1,0,20,0,0,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no,
10/11/2025,11/11/2025,old_embryos,10:23:26,CEABD,Z2,NA,0,25,0,0,0,0,14,0,0,8,1,0,0,0,0,NA,NA,NA,NA,NA,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,no,
